# fmt: Fhist[i] Xhist[i] gradHist[i]
ndvs 50
niter 52
8.316963e-01 6.000000e+00 5.963679e+00 5.860697e+00 5.706782e+00 5.522250e+00 5.326833e+00 5.136523e+00 4.962646e+00 4.812382e+00 4.689825e+00 4.597051e+00 4.534967e+00 4.503886e+00 4.503886e+00 4.534967e+00 4.597051e+00 4.689825e+00 4.812382e+00 4.962646e+00 5.136523e+00 5.326833e+00 5.522250e+00 5.706782e+00 5.860697e+00 5.963679e+00 6.000000e+00 5.963679e+00 5.860697e+00 5.706782e+00 5.522250e+00 5.326833e+00 5.136523e+00 4.962646e+00 4.812382e+00 4.689825e+00 4.597051e+00 4.534967e+00 4.503886e+00 4.503886e+00 4.534967e+00 4.597051e+00 4.689825e+00 4.812382e+00 4.962646e+00 5.136523e+00 5.326833e+00 5.522250e+00 5.706782e+00 5.860697e+00 5.963679e+00 7.599023e-02 7.896080e-02 6.732044e-02 5.144416e-02 3.431194e-02 2.094310e-02 1.065413e-02 3.926433e-03 -7.761838e-04 -3.616359e-03 -5.656766e-03 -6.634944e-03 -7.380816e-03 -7.470820e-03 -7.449286e-03 -6.685825e-03 -5.488464e-03 -3.126967e-03 5.600526e-04 6.945478e-03 1.647108e-02 3.154706e-02 5.185397e-02 7.641896e-02 9.885814e-02 1.107333e-01 1.064568e-01 8.901408e-02 6.622744e-02 4.538984e-02 2.867023e-02 1.706250e-02 8.881174e-03 3.735081e-03 8.966268e-05 -2.070432e-03 -3.728005e-03 -4.497170e-03 -5.225433e-03 -5.331232e-03 -5.240797e-03 -4.494143e-03 -3.033269e-03 -2.201764e-04 4.533136e-03 1.227258e-02 2.361754e-02 3.810926e-02 5.534948e-02 6.747815e-02 
5.179480e-01 5.696047e+00 5.647844e+00 5.591422e+00 5.501011e+00 5.385006e+00 5.243063e+00 5.093907e+00 4.946941e+00 4.815487e+00 4.704290e+00 4.619678e+00 4.561506e+00 4.533409e+00 4.533769e+00 4.564763e+00 4.623794e+00 4.711778e+00 4.824890e+00 4.960406e+00 5.108741e+00 5.260951e+00 5.396065e+00 5.499372e+00 5.555029e+00 5.568257e+00 5.557078e+00 5.537863e+00 5.504650e+00 5.441879e+00 5.340695e+00 5.212155e+00 5.068274e+00 4.927122e+00 4.797442e+00 4.689466e+00 4.605333e+00 4.549878e+00 4.521874e+00 4.524787e+00 4.556291e+00 4.618014e+00 4.707801e+00 4.824515e+00 4.963527e+00 5.118390e+00 5.277744e+00 5.427782e+00 5.554349e+00 5.639305e+00 5.693774e+00 5.974972e-02 5.962667e-02 5.472332e-02 4.596715e-02 3.354274e-02 2.069670e-02 9.626634e-03 1.176521e-03 -4.562299e-03 -8.588899e-03 -1.108107e-02 -1.266508e-02 -1.345865e-02 -1.391175e-02 -1.377599e-02 -1.318606e-02 -1.158153e-02 -9.074173e-03 -4.479994e-03 2.675609e-03 1.335144e-02 2.776620e-02 4.365919e-02 5.609280e-02 6.297328e-02 6.480869e-02 6.528856e-02 6.220986e-02 5.426771e-02 4.138663e-02 2.769540e-02 1.579510e-02 6.922584e-03 6.301467e-04 -3.546954e-03 -6.426369e-03 -8.249805e-03 -9.410575e-03 -1.013969e-02 -1.057597e-02 -1.031620e-02 -9.759149e-03 -7.772182e-03 -4.599031e-03 1.484080e-03 1.025623e-02 2.261329e-02 3.539892e-02 4.832070e-02 5.572750e-02 
2.443460e-01 5.141791e+00 5.077721e+00 5.096178e+00 5.112774e+00 5.119260e+00 5.080332e+00 5.013251e+00 4.922809e+00 4.830470e+00 4.744219e+00 4.676583e+00 4.627468e+00 4.605299e+00 4.607218e+00 4.637775e+00 4.691262e+00 4.768949e+00 4.863301e+00 4.967927e+00 5.064653e+00 5.139869e+00 5.158983e+00 5.114350e+00 5.007067e+00 4.882015e+00 4.801916e+00 4.804830e+00 4.873752e+00 4.953655e+00 4.996193e+00 4.990887e+00 4.938212e+00 4.862488e+00 4.775640e+00 4.697345e+00 4.631752e+00 4.589614e+00 4.568532e+00 4.577126e+00 4.610234e+00 4.670853e+00 4.755265e+00 4.859346e+00 4.975572e+00 5.090234e+00 5.186800e+00 5.245984e+00 5.263570e+00 5.224275e+00 5.195303e+00 8.452128e-03 7.478008e-03 7.993040e-03 5.563415e-03 2.182292e-03 -4.944892e-03 -1.171062e-02 -1.933072e-02 -2.404385e-02 -2.879259e-02 -3.112281e-02 -3.338176e-02 -3.397543e-02 -3.529487e-02 -3.535292e-02 -3.602454e-02 -3.503221e-02 -3.496838e-02 -3.267055e-02 -3.055159e-02 -2.632915e-02 -2.131572e-02 -1.463228e-02 -1.011183e-02 -5.747053e-03 -4.707748e-03 -3.536329e-03 -4.709031e-03 -5.052797e-03 -7.551606e-03 -9.997609e-03 -1.435902e-02 -1.753113e-02 -2.117798e-02 -2.309426e-02 -2.538389e-02 -2.624806e-02 -2.738987e-02 -2.786372e-02 -2.909847e-02 -2.900987e-02 -2.998311e-02 -2.865239e-02 -2.752004e-02 -2.261427e-02 -1.671581e-02 -7.794086e-03 -1.244333e-03 5.008461e-03 6.725885e-03 
2.141212e-01 5.101278e+00 5.037412e+00 5.059533e+00 5.085127e+00 5.102479e+00 5.077781e+00 5.023313e+00 4.945134e+00 4.860601e+00 4.781443e+00 4.717545e+00 4.671653e+00 4.650525e+00 4.654128e+00 4.684739e+00 4.738748e+00 4.814692e+00 4.907981e+00 5.008195e+00 5.099626e+00 5.165640e+00 5.172426e+00 5.111539e+00 4.989482e+00 4.850983e+00 4.765464e+00 4.768346e+00 4.844824e+00 4.933433e+00 4.987038e+00 4.991408e+00 4.948900e+00 4.880499e+00 4.800340e+00 4.725942e+00 4.664106e+00 4.623726e+00 4.604393e+00 4.613869e+00 4.648562e+00 4.709022e+00 4.794335e+00 4.896140e+00 5.009788e+00 5.116363e+00 5.202415e+00 5.245886e+00 5.249577e+00 5.195815e+00 5.160085e+00 6.033243e-03 5.570443e-03 5.737304e-03 4.103369e-03 8.417546e-04 -4.941189e-03 -1.186749e-02 -1.904455e-02 -2.457112e-02 -2.930682e-02 -3.247570e-02 -3.448833e-02 -3.555732e-02 -3.638989e-02 -3.671272e-02 -3.660472e-02 -3.554792e-02 -3.448996e-02 -3.209712e-02 -2.902786e-02 -2.552201e-02 -2.040711e-02 -1.521914e-02 -1.073757e-02 -7.002779e-03 -5.579290e-03 -4.994550e-03 -6.032099e-03 -6.991243e-03 -8.514627e-03 -1.096887e-02 -1.427269e-02 -1.788127e-02 -2.110946e-02 -2.373535e-02 -2.578522e-02 -2.728775e-02 -2.802919e-02 -2.904562e-02 -2.988741e-02 -3.020782e-02 -3.073004e-02 -2.968337e-02 -2.786209e-02 -2.314100e-02 -1.648538e-02 -8.419700e-03 -1.907228e-03 3.073853e-03 4.901808e-03 
8.342178e-02 4.897108e+00 4.834077e+00 4.874710e+00 4.945637e+00 5.019598e+00 5.068962e+00 5.082948e+00 5.071053e+00 5.030598e+00 4.990487e+00 4.948567e+00 4.920062e+00 4.905449e+00 4.917598e+00 4.949004e+00 5.004729e+00 5.071091e+00 5.157223e+00 5.233480e+00 5.295139e+00 5.313290e+00 5.254523e+00 5.110091e+00 4.910879e+00 4.703014e+00 4.588922e+00 4.591813e+00 4.706684e+00 4.840136e+00 4.949115e+00 5.003639e+00 5.013297e+00 4.984669e+00 4.939936e+00 4.887752e+00 4.845999e+00 4.816216e+00 4.805766e+00 4.820999e+00 4.863844e+00 4.924187e+00 5.013936e+00 5.103870e+00 5.202529e+00 5.265299e+00 5.292949e+00 5.252669e+00 5.182039e+00 5.053567e+00 4.982591e+00 -1.253384e-02 -7.581008e-03 -1.176929e-02 -5.571207e-03 -8.546524e-03 4.193158e-03 1.323001e-05 6.458817e-03 -5.203841e-03 -5.084874e-03 -1.814515e-02 -1.527026e-02 -2.251268e-02 -1.469263e-02 -1.671960e-02 -2.655470e-03 1.571695e-03 2.046878e-02 2.452052e-02 3.941730e-02 2.527881e-02 1.918293e-02 -6.897237e-03 -9.119123e-03 -1.445817e-02 -9.015527e-03 -1.414564e-02 -1.302504e-02 -2.070399e-02 -9.349819e-03 -1.046200e-02 3.472623e-03 -3.355016e-03 2.034743e-03 -9.301457e-03 -6.720611e-03 -1.682680e-02 -1.155164e-02 -1.916804e-02 -1.277497e-02 -1.723782e-02 -8.610247e-03 -1.051937e-02 1.523102e-03 -1.713196e-03 7.557030e-03 -4.421073e-03 -1.855370e-03 -1.196112e-02 -7.658462e-03 
8.329923e-02 4.897246e+00 4.834186e+00 4.874833e+00 4.945703e+00 5.019696e+00 5.068964e+00 5.083006e+00 5.071060e+00 5.030731e+00 4.990632e+00 4.948855e+00 4.920330e+00 4.905794e+00 4.917864e+00 4.949282e+00 5.004853e+00 5.071153e+00 5.157074e+00 5.233277e+00 5.294783e+00 5.313103e+00 5.254451e+00 5.110323e+00 4.911171e+00 4.703364e+00 4.589234e+00 4.592148e+00 4.706987e+00 4.840470e+00 4.949315e+00 5.003831e+00 5.013345e+00 4.984784e+00 4.940001e+00 4.887938e+00 4.846167e+00 4.816492e+00 4.805993e+00 4.821303e+00 4.864084e+00 4.924464e+00 5.014120e+00 5.104061e+00 5.202588e+00 5.265386e+00 5.292944e+00 5.252774e+00 5.182106e+00 5.053705e+00 4.982688e+00 -1.245761e-02 -7.615429e-03 -1.168993e-02 -5.600665e-03 -8.426938e-03 4.187186e-03 1.685500e-04 6.468784e-03 -5.055729e-03 -5.085136e-03 -1.803295e-02 -1.529626e-02 -2.242854e-02 -1.473134e-02 -1.663796e-02 -2.692155e-03 1.666550e-03 2.042454e-02 2.461706e-02 3.934722e-02 2.539632e-02 1.914590e-02 -6.783026e-03 -9.146074e-03 -1.439179e-02 -9.039688e-03 -1.407697e-02 -1.303839e-02 -2.057215e-02 -9.321614e-03 -1.026147e-02 3.523226e-03 -3.162257e-03 2.071654e-03 -9.145502e-03 -6.705519e-03 -1.670102e-02 -1.155022e-02 -1.905262e-02 -1.277584e-02 -1.711275e-02 -8.601358e-03 -1.036608e-02 1.544626e-03 -1.531530e-03 7.570846e-03 -4.263667e-03 -1.871109e-03 -1.186238e-02 -7.693034e-03 
8.112781e-02 4.901287e+00 4.838401e+00 4.878396e+00 4.948505e+00 5.021508e+00 5.069000e+00 5.082289e+00 5.069766e+00 5.030533e+00 4.991405e+00 4.951444e+00 4.923396e+00 4.909508e+00 4.920831e+00 4.951589e+00 5.004955e+00 5.069148e+00 5.151960e+00 5.226215e+00 5.286175e+00 5.306849e+00 5.252129e+00 5.113679e+00 4.917412e+00 4.710684e+00 4.596658e+00 4.599438e+00 4.713965e+00 4.846728e+00 4.953209e+00 5.005833e+00 5.013101e+00 4.984456e+00 4.939527e+00 4.888791e+00 4.847526e+00 4.819080e+00 4.808447e+00 4.824400e+00 4.866684e+00 4.926900e+00 5.015521e+00 5.104636e+00 5.201654e+00 5.264201e+00 5.291691e+00 5.253459e+00 5.184063e+00 5.057010e+00 4.986494e+00 -1.181121e-02 -7.493788e-03 -1.099606e-02 -5.289353e-03 -7.345404e-03 4.748666e-03 1.389455e-03 6.873250e-03 -4.190226e-03 -5.114713e-03 -1.780985e-02 -1.590245e-02 -2.271309e-02 -1.566587e-02 -1.711327e-02 -3.743141e-03 1.110453e-03 1.901147e-02 2.361233e-02 3.744937e-02 2.470920e-02 1.842803e-02 -6.398467e-03 -9.236710e-03 -1.403870e-02 -9.058413e-03 -1.360653e-02 -1.275490e-02 -1.934725e-02 -8.219064e-03 -8.269616e-03 4.728833e-03 -1.515228e-03 2.791499e-03 -8.082409e-03 -6.447147e-03 -1.609113e-02 -1.156395e-02 -1.862294e-02 -1.288040e-02 -1.663001e-02 -8.604802e-03 -9.629854e-03 1.773334e-03 -4.301556e-04 8.043190e-03 -3.046267e-03 -1.453785e-03 -1.101817e-02 -7.504581e-03 
7.490934e-02 4.908418e+00 4.846519e+00 4.884434e+00 4.953469e+00 5.023559e+00 5.066999e+00 5.078447e+00 5.066362e+00 5.031343e+00 4.997464e+00 4.963972e+00 4.938947e+00 4.927141e+00 4.936923e+00 4.965061e+00 5.011746e+00 5.068217e+00 5.141610e+00 5.208516e+00 5.263642e+00 5.289253e+00 5.245348e+00 5.122185e+00 4.933802e+00 4.728375e+00 4.614169e+00 4.616211e+00 4.731044e+00 4.861800e+00 4.961779e+00 5.008353e+00 5.010267e+00 4.981957e+00 4.938545e+00 4.892538e+00 4.854434e+00 4.830077e+00 4.819909e+00 4.837723e+00 4.879106e+00 4.938129e+00 5.023891e+00 5.109120e+00 5.201259e+00 5.260895e+00 5.287448e+00 5.253083e+00 5.187307e+00 5.062892e+00 4.993926e+00 -1.110524e-02 -7.355934e-03 -1.012983e-02 -4.556653e-03 -5.377523e-03 6.764856e-03 4.558392e-03 9.530331e-03 -9.189296e-04 -2.914638e-03 -1.583781e-02 -1.520898e-02 -2.211521e-02 -1.584327e-02 -1.689055e-02 -3.987523e-03 1.267124e-03 1.787428e-02 2.223626e-02 3.454360e-02 2.315997e-02 1.750889e-02 -5.953658e-03 -9.274678e-03 -1.362251e-02 -8.933632e-03 -1.282817e-02 -1.183381e-02 -1.683269e-02 -4.916849e-03 -3.587977e-03 8.683746e-03 2.788376e-03 5.978907e-03 -4.794231e-03 -4.220370e-03 -1.381131e-02 -9.985653e-03 -1.671269e-02 -1.142098e-02 -1.444965e-02 -6.719157e-03 -6.813639e-03 4.129813e-03 2.675649e-03 1.016041e-02 -6.322603e-04 -3.390992e-04 -9.881655e-03 -7.220341e-03 
6.127606e-02 4.932333e+00 4.871272e+00 4.904915e+00 4.967825e+00 5.030236e+00 5.058290e+00 5.064805e+00 5.049651e+00 5.026248e+00 5.003201e+00 4.988508e+00 4.969781e+00 4.965730e+00 4.969917e+00 4.993396e+00 5.021169e+00 5.060509e+00 5.109218e+00 5.161584e+00 5.203997e+00 5.245202e+00 5.225786e+00 5.144637e+00 4.975766e+00 4.776674e+00 4.661061e+00 4.662402e+00 4.775170e+00 4.900574e+00 4.979029e+00 5.010511e+00 4.995297e+00 4.969409e+00 4.927324e+00 4.895276e+00 4.863329e+00 4.851497e+00 4.840669e+00 4.865076e+00 4.902113e+00 4.959721e+00 5.036015e+00 5.113349e+00 5.191315e+00 5.246984e+00 5.270565e+00 5.251017e+00 5.194817e+00 5.081787e+00 5.016120e+00 -5.683155e-03 -9.177729e-03 -4.280520e-03 -5.531485e-03 3.566060e-03 7.590383e-03 1.515554e-02 1.078339e-02 9.158124e-03 -2.581964e-03 -8.999648e-03 -1.866262e-02 -1.931337e-02 -2.204637e-02 -1.568029e-02 -1.116214e-02 1.770265e-03 7.769228e-03 1.919007e-02 2.059998e-02 2.125110e-02 9.400411e-03 -7.081793e-04 -1.192877e-02 -9.078793e-03 -1.017198e-02 -7.441368e-03 -1.106160e-02 -5.060320e-03 6.175579e-04 1.216867e-02 1.343755e-02 1.544978e-02 8.388211e-03 4.938573e-03 -3.912080e-03 -6.699111e-03 -1.113620e-02 -1.065859e-02 -1.309334e-02 -7.868725e-03 -7.989038e-03 1.103553e-03 3.066608e-03 1.161926e-02 9.087202e-03 8.566782e-03 -1.444377e-03 -3.121643e-03 -9.123441e-03 
4.575709e-02 4.963005e+00 4.908396e+00 4.930167e+00 4.989390e+00 5.033214e+00 5.042991e+00 5.035893e+00 5.023861e+00 5.014581e+00 5.017787e+00 5.030487e+00 5.030717e+00 5.035259e+00 5.037178e+00 5.047196e+00 5.049399e+00 5.053729e+00 5.068282e+00 5.090187e+00 5.117463e+00 5.175624e+00 5.199851e+00 5.176582e+00 5.043668e+00 4.847022e+00 4.732154e+00 4.727782e+00 4.842485e+00 4.952991e+00 5.002465e+00 5.003423e+00 4.969257e+00 4.943010e+00 4.911283e+00 4.897831e+00 4.883611e+00 4.888067e+00 4.882424e+00 4.912759e+00 4.948516e+00 4.997643e+00 5.064216e+00 5.121369e+00 5.182032e+00 5.222716e+00 5.246652e+00 5.241973e+00 5.207087e+00 5.105200e+00 5.050298e+00 -1.979541e-03 -3.614358e-03 5.287898e-05 3.466331e-03 1.210160e-02 2.112320e-02 2.655873e-02 2.666190e-02 2.374470e-02 1.584401e-02 5.540705e-03 -4.167817e-03 -1.078268e-02 -1.356285e-02 -1.213738e-02 -6.921791e-03 4.944953e-04 5.276892e-03 9.970353e-03 1.279300e-02 1.193279e-02 1.091691e-02 4.442267e-03 -1.499214e-03 -1.761723e-03 -1.608961e-03 1.278276e-03 5.371745e-03 1.590348e-02 2.797001e-02 3.399864e-02 3.471142e-02 3.112978e-02 2.585669e-02 1.866375e-02 1.164531e-02 4.972228e-03 2.616214e-03 1.495972e-04 5.782446e-04 3.663236e-03 6.472139e-03 1.260988e-02 1.655143e-02 2.070256e-02 2.075914e-02 1.652885e-02 8.692764e-03 2.292038e-03 -2.260616e-03 
